cohort,cohort_start,accounts,good_accounts,bad_accounts,bad_rate,loan_amount,bad_associated_loan_amount,avg_fico,avg_dti,avg_revenue,avg_loan_amount,median_fico,median_dti,median_revenue,median_loan_amount
2007-06,2007-06-01,23,20,3,0.13043478260869565,85350.0,10375.0,713.7391304347826,8.894347826086957,56048.86956521739,3710.8695652173915,707.0,10.0,35000.0,3000.0
2007-07,2007-07-01,62,55,7,0.11290322580645161,341625.0,56725.0,700.4677419354839,8.905161290322585,66184.7741935484,5510.080645161291,692.0,8.9,51100.0,5000.0
2007-08,2007-08-01,72,52,20,0.2777777777777778,503300.0,188325.0,698.5277777777778,10.005000000000003,75695.15277777778,6990.277777777777,682.0,8.66,60000.0,5000.0
2007-09,2007-09-01,53,40,13,0.24528301886792453,372950.0,92450.0,686.2452830188679,8.310943396226413,58814.67924528302,7036.792452830188,672.0,5.48,50000.0,6000.0
2007-10,2007-10-01,105,71,34,0.3238095238095238,753225.0,261325.0,685.8571428571429,10.693523809523809,55411.03352380952,7173.571428571428,677.0,9.98,43500.0,5600.0
2007-11,2007-11-01,112,78,34,0.30357142857142855,1008650.0,344450.0,685.3928571428571,11.537232142857146,66998.21964285713,9005.80357142857,672.0,10.99,48356.5,7000.0
2007-12,2007-12-01,172,125,47,0.27325581395348836,1887175.0,598575.0,690.8081395348837,12.315813953488371,66853.71308139536,10971.947674418605,687.0,11.920000000000002,50876.0,10000.0
2008-01,2008-01-01,305,221,84,0.2754098360655738,2926000.0,901475.0,696.1967213114754,12.941180327868858,62271.16622950819,9593.442622950819,687.0,13.52,50000.0,8975.0
2008-02,2008-02-01,306,245,61,0.19934640522875818,2959225.0,742425.0,698.0294117647059,13.233464052287577,62296.36274509804,9670.669934640522,692.0,12.975,50716.5,8537.5
2008-03,2008-03-01,402,313,89,0.22139303482587064,4150050.0,1081400.0,693.9402985074627,12.889129353233827,69678.29308457712,10323.507462686568,687.0,12.895,52000.0,9500.0
2008-04,2008-04-01,259,196,63,0.24324324324324326,2433875.0,591975.0,696.2277992277992,15.060926640926626,66782.27108108108,9397.200772200773,687.0,14.79,52610.0,7500.0
2008-05,2008-05-01,115,90,25,0.21739130434782608,628900.0,142300.0,697.1304347826087,14.50965217391305,59690.577391304345,5468.695652173913,692.0,15.94,50000.0,6000.0
2008-06,2008-06-01,124,102,22,0.1774193548387097,660175.0,118325.0,694.7822580645161,11.506612903225808,59344.26370967742,5323.991935483871,687.0,10.81,50500.0,5500.0
2008-07,2008-07-01,141,111,30,0.2127659574468085,856475.0,221025.0,692.4609929078014,13.169645390070926,54819.72340425532,6074.290780141844,687.0,12.37,48000.0,6000.0
2008-08,2008-08-01,100,88,12,0.12,592450.0,81825.0,692.85,13.918999999999999,58570.421200000004,5924.5,687.0,13.434999999999999,45450.0,6000.0
2008-09,2008-09-01,57,47,10,0.17543859649122806,317675.0,56500.0,692.1754385964912,13.985263157894739,69392.36385964912,5573.245614035088,682.0,14.84,55000.0,6000.0
2008-10,2008-10-01,122,101,21,0.1721311475409836,962550.0,191100.0,705.1967213114754,12.268442622950818,73864.90163934426,7889.754098360656,697.0,11.435,59750.0,7000.0
2008-11,2008-11-01,209,170,39,0.18660287081339713,2064900.0,440500.0,711.3540669856459,12.292153110047842,66535.0290909091,9879.904306220096,707.0,12.14,58500.0,8000.0
2008-12,2008-12-01,253,213,40,0.15810276679841898,2566975.0,415600.0,712.7312252964427,13.093636363636364,71456.07371541501,10146.146245059288,707.0,13.32,60000.0,10000.0
2009-01,2009-01-01,269,228,41,0.1524163568773234,2470125.0,405525.0,712.446096654275,12.251635687732335,68502.31107806691,9182.620817843866,702.0,12.21,60000.0,9000.0
2009-02,2009-02-01,302,261,41,0.1357615894039735,2714925.0,401525.0,712.6125827814569,12.851192052980128,62386.9684437086,8989.817880794702,707.0,12.845,55000.0,8000.0
2009-03,2009-03-01,324,283,41,0.12654320987654322,3061300.0,411875.0,712.9876543209876,12.232191358024695,61432.45586419753,9448.456790123457,707.0,12.075,53500.0,8762.5
2009-04,2009-04-01,333,284,49,0.14714714714714713,3079475.0,506675.0,717.9459459459459,11.390180180180181,64075.81405405404,9247.672672672672,712.0,11.56,53000.0,8000.0
2009-05,2009-05-01,359,308,51,0.14206128133704735,3443300.0,510950.0,716.2896935933147,12.551253481894152,65473.399665738165,9591.364902506964,712.0,12.85,56000.0,8500.0
2009-06,2009-06-01,406,348,58,0.14285714285714285,3592300.0,581600.0,717.0985221674877,12.222487684729062,67250.34748768472,8848.029556650246,712.0,12.785,55000.0,7200.0
2009-07,2009-07-01,411,353,58,0.1411192214111922,3876150.0,593900.0,715.5401459854014,12.621946472019472,69048.76863746959,9431.021897810218,712.0,12.77,57000.0,8000.0
2009-08,2009-08-01,446,396,50,0.11210762331838565,4318650.0,589800.0,719.1973094170404,12.955650224215235,66841.77313901346,9683.071748878923,717.0,12.92,57998.0,9000.0
2009-09,2009-09-01,507,441,66,0.1301775147928994,5107225.0,710350.0,717.9171597633136,12.752662721893497,69618.98887573963,10073.422090729782,712.0,13.03,60000.0,9500.0
2009-10,2009-10-01,604,504,100,0.16556291390728478,6289450.0,1232400.0,717.9023178807947,12.766307947019875,71638.58544701985,10412.996688741721,712.0,12.905000000000001,59158.5,9000.0
2009-11,2009-11-01,662,565,97,0.14652567975830816,6848875.0,999625.0,716.7356495468277,12.219305135951648,74391.14658610272,10345.732628398791,712.0,12.285,56000.0,9000.0
2009-12,2009-12-01,658,587,71,0.10790273556231003,7126475.0,683850.0,720.5790273556231,12.466914893617037,76113.35601823709,10830.509118541033,712.0,12.75,60000.0,9600.0
2010-01,2010-01-01,662,570,92,0.13897280966767372,7385950.0,1045575.0,717.6193353474321,12.475891238670702,71354.25309667674,11157.02416918429,717.0,12.815000000000001,60000.0,10000.0
2010-02,2010-02-01,682,607,75,0.10997067448680352,7460000.0,817175.0,715.4897360703812,13.369486803519052,71595.86535190618,10938.41642228739,712.0,13.965,59000.0,10000.0
2010-03,2010-03-01,828,741,87,0.10507246376811594,8664750.0,895600.0,714.2342995169082,13.466570048309165,69905.70365942031,10464.673913043478,707.0,13.605,56000.0,9125.0
2010-04,2010-04-01,912,811,101,0.11074561403508772,9510575.0,1030050.0,715.0098684210526,12.759945175438576,70514.99591008772,10428.26206140351,712.0,13.0,58000.0,9500.0
2010-05,2010-05-01,989,845,144,0.14560161779575329,10608150.0,1627425.0,714.4317492416583,13.169049544994943,72801.20040444894,10726.137512639029,707.0,13.2,56902.0,9600.0
2010-06,2010-06-01,1105,909,196,0.17737556561085974,11169550.0,1896125.0,714.4117647058823,12.900180995475104,69555.18716742081,10108.190045248868,712.0,12.98,56400.0,8250.0
2010-07,2010-07-01,1204,1045,159,0.13205980066445183,11936500.0,1542625.0,715.1976744186046,13.00185215946843,65161.91646179402,9914.036544850498,712.0,12.754999999999999,55800.0,8000.0
2010-08,2010-08-01,1175,1003,172,0.14638297872340425,12101875.0,1858925.0,711.2808510638298,13.386408510638294,66138.33644255319,10299.468085106382,702.0,13.63,56400.0,8500.0
2010-09,2010-09-01,1189,983,206,0.17325483599663583,12252600.0,2142250.0,715.2127838519765,13.14322119428092,69423.5470647603,10304.962153069806,712.0,13.24,57000.0,9000.0
2010-10,2010-10-01,1232,1043,189,0.1534090909090909,13132125.0,2018550.0,713.9642857142857,13.222905844155829,70132.17046266234,10659.19237012987,707.0,13.645,57000.0,9600.0
2010-11,2010-11-01,1224,1049,175,0.14297385620915032,13481475.0,1996525.0,717.1511437908497,13.118333333333329,70262.93780228759,11014.276960784313,717.0,13.38,60000.0,10000.0
2010-12,2010-12-01,1335,1174,161,0.12059925093632959,14289000.0,1730325.0,717.1086142322098,13.013198501872662,69851.87852434456,10703.370786516854,712.0,13.2,60000.0,10000.0
2011-01,2011-01-01,1380,1194,186,0.13478260869565217,14824575.0,2044575.0,718.0036231884058,13.544282608695639,69931.1422173913,10742.445652173914,717.0,13.879999999999999,60000.0,10000.0
2011-02,2011-02-01,1298,1129,169,0.13020030816640987,14601275.0,2050975.0,719.0454545454545,13.792850539291216,67672.16711864407,11249.0562403698,717.0,13.635,59000.0,10000.0
2011-03,2011-03-01,1448,1238,210,0.14502762430939226,16567325.0,2641900.0,717.9150552486187,13.585883977900547,67839.58364640884,11441.522790055249,712.0,13.61,59000.0,9962.5
2011-04,2011-04-01,1563,1341,222,0.1420345489443378,17542075.0,2877750.0,718.7018554062699,13.796609085092795,66016.1135700576,11223.33653230966,712.0,13.87,55000.0,9000.0
2011-05,2011-05-01,1704,1414,290,0.17018779342723006,19327950.0,3425300.0,716.8503521126761,13.603127934272313,67999.73754694837,11342.69366197183,712.0,13.684999999999999,57600.0,9600.0
2011-06,2011-06-01,1835,1564,271,0.14768392370572206,20940200.0,3415350.0,717.8882833787466,13.81136784741146,70623.39469754769,11411.553133514986,712.0,13.91,60000.0,9600.0
2011-07,2011-07-01,1875,1593,282,0.1504,21337600.0,3654425.0,716.9813333333333,13.837653333333334,69665.62504533332,11380.053333333333,712.0,13.96,60000.0,9600.0
2011-08,2011-08-01,1934,1663,271,0.14012409513960702,23247525.0,3249650.0,718.535677352637,13.65055842812825,70494.52078076522,12020.436918304033,717.0,13.645,60000.0,10000.0
2011-09,2011-09-01,2067,1759,308,0.1490082244799226,25837650.0,4188900.0,720.137397194001,13.637987421383645,73261.2091388486,12500.072568940494,717.0,13.51,62000.0,10000.0
2011-10,2011-10-01,2118,1805,313,0.147780925401322,27482550.0,4354825.0,719.2261567516525,13.90964117091596,73784.46630783757,12975.70821529745,717.0,14.085,62000.0,11225.0
2011-11,2011-11-01,2232,1888,344,0.15412186379928317,28332600.0,5074650.0,714.475358422939,14.032047491039435,68935.41105734766,12693.817204301075,707.0,14.165,60000.0,10800.0
2011-12,2011-12-01,2267,1836,431,0.1901191001323335,31642500.0,6382300.0,709.0247022496692,14.594715483017216,65681.68701367445,13957.873842082046,707.0,14.65,57000.0,12000.0
2012-01,2012-01-01,2602,2162,440,0.16910069177555725,34220475.0,6438800.0,711.2851652574942,14.617171406610284,66370.48058032281,13151.604534973098,707.0,14.71,58406.0,11200.0
2012-02,2012-02-01,2560,2139,421,0.164453125,36058175.0,6492450.0,710.81640625,14.501359374999984,69264.72146484377,14085.224609375,707.0,14.524999999999999,60000.0,12000.0
2012-03,2012-03-01,2914,2471,443,0.15202470830473575,39536300.0,6484100.0,713.5408373369938,14.56017844886754,70262.33031571723,13567.70761839396,712.0,14.69,60000.0,12000.0
2012-04,2012-04-01,3230,2734,496,0.15356037151702787,42051125.0,6970325.0,708.921052631579,14.556340557275544,68237.06921671824,13018.924148606811,702.0,14.754999999999999,60000.0,10912.5
2012-05,2012-05-01,3400,2831,569,0.1673529411764706,45090825.0,8348925.0,709.5942647058823,14.695167647058815,71552.05663529411,13262.007352941177,702.0,15.06,61000.0,11737.5
2012-06,2012-06-01,3817,3103,714,0.18705789887346083,50224275.0,10748750.0,702.7112915902542,16.6659627980089,67782.76202777053,13158.049515326173,692.0,16.66,59000.0,11400.0
2012-07,2012-07-01,4627,3808,819,0.17700453857791226,60294525.0,11384800.0,701.3603846985087,17.565800734817365,66735.24370650528,13031.019018802679,692.0,17.36,58100.0,11575.0
2012-08,2012-08-01,5419,4535,884,0.1631297287322384,70078650.0,12438575.0,704.0013840191917,17.337602878760002,68380.47885956819,12932.026204096697,697.0,17.29,60000.0,11500.0
