window_id,field,missing_rate,reference_missing_rate,shift_pp,rag
2016-01,loan_amnt,0.0,0.0,0.0,GREEN
2016-01,fico_n,0.0,0.0,0.0,GREEN
2016-01,dti_n,0.0,0.0,0.0,GREEN
2016-01,purpose,0.0,0.0,0.0,GREEN
2016-01,home_ownership_n,0.0,0.0,0.0,GREEN
2016-01,term,0.0,0.0,0.0,GREEN
2016-01,int_rate,0.0,0.0,0.0,GREEN
2016-01,installment,0.0,0.0,0.0,GREEN
2016-02,loan_amnt,0.0,0.0,0.0,GREEN
2016-02,fico_n,0.0,0.0,0.0,GREEN
2016-02,dti_n,0.0,0.0,0.0,GREEN
2016-02,purpose,0.0,0.0,0.0,GREEN
2016-02,home_ownership_n,0.0,0.0,0.0,GREEN
2016-02,term,0.0,0.0,0.0,GREEN
2016-02,int_rate,0.0,0.0,0.0,GREEN
2016-02,installment,0.0,0.0,0.0,GREEN
2016-03,loan_amnt,0.0,0.0,0.0,GREEN
2016-03,fico_n,0.0,0.0,0.0,GREEN
2016-03,dti_n,0.0,0.0,0.0,GREEN
2016-03,purpose,0.0,0.0,0.0,GREEN
2016-03,home_ownership_n,0.0,0.0,0.0,GREEN
2016-03,term,0.0,0.0,0.0,GREEN
2016-03,int_rate,0.0,0.0,0.0,GREEN
2016-03,installment,0.0,0.0,0.0,GREEN
2016-04,loan_amnt,0.0,0.0,0.0,GREEN
2016-04,fico_n,0.0,0.0,0.0,GREEN
2016-04,dti_n,0.0,0.0,0.0,GREEN
2016-04,purpose,0.0,0.0,0.0,GREEN
2016-04,home_ownership_n,0.0,0.0,0.0,GREEN
2016-04,term,0.0,0.0,0.0,GREEN
2016-04,int_rate,0.0,0.0,0.0,GREEN
2016-04,installment,0.0,0.0,0.0,GREEN
2016-05,loan_amnt,0.0,0.0,0.0,GREEN
2016-05,fico_n,0.0,0.0,0.0,GREEN
2016-05,dti_n,0.0,0.0,0.0,GREEN
2016-05,purpose,0.0,0.0,0.0,GREEN
2016-05,home_ownership_n,0.0,0.0,0.0,GREEN
2016-05,term,0.0,0.0,0.0,GREEN
2016-05,int_rate,0.0,0.0,0.0,GREEN
2016-05,installment,0.0,0.0,0.0,GREEN
2016-06,loan_amnt,0.0,0.0,0.0,GREEN
2016-06,fico_n,0.0,0.0,0.0,GREEN
2016-06,dti_n,0.0,0.0,0.0,GREEN
2016-06,purpose,0.0,0.0,0.0,GREEN
2016-06,home_ownership_n,0.0,0.0,0.0,GREEN
2016-06,term,0.0,0.0,0.0,GREEN
2016-06,int_rate,0.0,0.0,0.0,GREEN
2016-06,installment,0.0,0.0,0.0,GREEN
2016-07,loan_amnt,0.0,0.0,0.0,GREEN
2016-07,fico_n,0.0,0.0,0.0,GREEN
2016-07,dti_n,0.0,0.0,0.0,GREEN
2016-07,purpose,0.0,0.0,0.0,GREEN
2016-07,home_ownership_n,0.0,0.0,0.0,GREEN
2016-07,term,0.0,0.0,0.0,GREEN
2016-07,int_rate,0.0,0.0,0.0,GREEN
2016-07,installment,0.0,0.0,0.0,GREEN
2016-08,loan_amnt,0.0,0.0,0.0,GREEN
2016-08,fico_n,0.0,0.0,0.0,GREEN
2016-08,dti_n,0.0,0.0,0.0,GREEN
2016-08,purpose,0.0,0.0,0.0,GREEN
2016-08,home_ownership_n,0.0,0.0,0.0,GREEN
2016-08,term,0.0,0.0,0.0,GREEN
2016-08,int_rate,0.0,0.0,0.0,GREEN
2016-08,installment,0.0,0.0,0.0,GREEN
2016-09,loan_amnt,0.0,0.0,0.0,GREEN
2016-09,fico_n,0.0,0.0,0.0,GREEN
2016-09,dti_n,0.0,0.0,0.0,GREEN
2016-09,purpose,0.0,0.0,0.0,GREEN
2016-09,home_ownership_n,0.0,0.0,0.0,GREEN
2016-09,term,0.0,0.0,0.0,GREEN
2016-09,int_rate,0.0,0.0,0.0,GREEN
2016-09,installment,0.0,0.0,0.0,GREEN
2016-10,loan_amnt,0.0,0.0,0.0,GREEN
2016-10,fico_n,0.0,0.0,0.0,GREEN
2016-10,dti_n,0.0,0.0,0.0,GREEN
2016-10,purpose,0.0,0.0,0.0,GREEN
2016-10,home_ownership_n,0.0,0.0,0.0,GREEN
2016-10,term,0.0,0.0,0.0,GREEN
2016-10,int_rate,0.0,0.0,0.0,GREEN
2016-10,installment,0.0,0.0,0.0,GREEN
2016-11,loan_amnt,0.0,0.0,0.0,GREEN
2016-11,fico_n,0.0,0.0,0.0,GREEN
2016-11,dti_n,0.0,0.0,0.0,GREEN
2016-11,purpose,0.0,0.0,0.0,GREEN
2016-11,home_ownership_n,0.0,0.0,0.0,GREEN
2016-11,term,0.0,0.0,0.0,GREEN
2016-11,int_rate,0.0,0.0,0.0,GREEN
2016-11,installment,0.0,0.0,0.0,GREEN
2016-12,loan_amnt,0.0,0.0,0.0,GREEN
2016-12,fico_n,0.0,0.0,0.0,GREEN
2016-12,dti_n,0.0,0.0,0.0,GREEN
2016-12,purpose,0.0,0.0,0.0,GREEN
2016-12,home_ownership_n,0.0,0.0,0.0,GREEN
2016-12,term,0.0,0.0,0.0,GREEN
2016-12,int_rate,0.0,0.0,0.0,GREEN
2016-12,installment,0.0,0.0,0.0,GREEN
2017-01,loan_amnt,0.0,0.0,0.0,GREEN
2017-01,fico_n,0.0,0.0,0.0,GREEN
2017-01,dti_n,0.0,0.0,0.0,GREEN
2017-01,purpose,0.0,0.0,0.0,GREEN
2017-01,home_ownership_n,0.0,0.0,0.0,GREEN
2017-01,term,0.0,0.0,0.0,GREEN
2017-01,int_rate,0.0,0.0,0.0,GREEN
2017-01,installment,0.0,0.0,0.0,GREEN
2017-02,loan_amnt,0.0,0.0,0.0,GREEN
2017-02,fico_n,0.0,0.0,0.0,GREEN
2017-02,dti_n,0.0,0.0,0.0,GREEN
2017-02,purpose,0.0,0.0,0.0,GREEN
2017-02,home_ownership_n,0.0,0.0,0.0,GREEN
2017-02,term,0.0,0.0,0.0,GREEN
2017-02,int_rate,0.0,0.0,0.0,GREEN
2017-02,installment,0.0,0.0,0.0,GREEN
2017-03,loan_amnt,0.0,0.0,0.0,GREEN
2017-03,fico_n,0.0,0.0,0.0,GREEN
2017-03,dti_n,0.0,0.0,0.0,GREEN
2017-03,purpose,0.0,0.0,0.0,GREEN
2017-03,home_ownership_n,0.0,0.0,0.0,GREEN
2017-03,term,0.0,0.0,0.0,GREEN
2017-03,int_rate,0.0,0.0,0.0,GREEN
2017-03,installment,0.0,0.0,0.0,GREEN
2017-04,loan_amnt,0.0,0.0,0.0,GREEN
2017-04,fico_n,0.0,0.0,0.0,GREEN
2017-04,dti_n,0.0,0.0,0.0,GREEN
2017-04,purpose,0.0,0.0,0.0,GREEN
2017-04,home_ownership_n,0.0,0.0,0.0,GREEN
2017-04,term,0.0,0.0,0.0,GREEN
2017-04,int_rate,0.0,0.0,0.0,GREEN
2017-04,installment,0.0,0.0,0.0,GREEN
2017-05,loan_amnt,0.0,0.0,0.0,GREEN
2017-05,fico_n,0.0,0.0,0.0,GREEN
2017-05,dti_n,0.0,0.0,0.0,GREEN
2017-05,purpose,0.0,0.0,0.0,GREEN
2017-05,home_ownership_n,0.0,0.0,0.0,GREEN
2017-05,term,0.0,0.0,0.0,GREEN
2017-05,int_rate,0.0,0.0,0.0,GREEN
2017-05,installment,0.0,0.0,0.0,GREEN
2017-06,loan_amnt,0.0,0.0,0.0,GREEN
2017-06,fico_n,0.0,0.0,0.0,GREEN
2017-06,dti_n,0.0,0.0,0.0,GREEN
2017-06,purpose,0.0,0.0,0.0,GREEN
2017-06,home_ownership_n,0.0,0.0,0.0,GREEN
2017-06,term,0.0,0.0,0.0,GREEN
2017-06,int_rate,0.0,0.0,0.0,GREEN
2017-06,installment,0.0,0.0,0.0,GREEN
2017-07,loan_amnt,0.0,0.0,0.0,GREEN
2017-07,fico_n,0.0,0.0,0.0,GREEN
2017-07,dti_n,0.0,0.0,0.0,GREEN
2017-07,purpose,0.0,0.0,0.0,GREEN
2017-07,home_ownership_n,0.0,0.0,0.0,GREEN
2017-07,term,0.0,0.0,0.0,GREEN
2017-07,int_rate,0.0,0.0,0.0,GREEN
2017-07,installment,0.0,0.0,0.0,GREEN
2017-08,loan_amnt,0.0,0.0,0.0,GREEN
2017-08,fico_n,0.0,0.0,0.0,GREEN
2017-08,dti_n,0.0,0.0,0.0,GREEN
2017-08,purpose,0.0,0.0,0.0,GREEN
2017-08,home_ownership_n,0.0,0.0,0.0,GREEN
2017-08,term,0.0,0.0,0.0,GREEN
2017-08,int_rate,0.0,0.0,0.0,GREEN
2017-08,installment,0.0,0.0,0.0,GREEN
2017-09,loan_amnt,0.0,0.0,0.0,GREEN
2017-09,fico_n,0.0,0.0,0.0,GREEN
2017-09,dti_n,0.0,0.0,0.0,GREEN
2017-09,purpose,0.0,0.0,0.0,GREEN
2017-09,home_ownership_n,0.0,0.0,0.0,GREEN
2017-09,term,0.0,0.0,0.0,GREEN
2017-09,int_rate,0.0,0.0,0.0,GREEN
2017-09,installment,0.0,0.0,0.0,GREEN
2017-10,loan_amnt,0.0,0.0,0.0,GREEN
2017-10,fico_n,0.0,0.0,0.0,GREEN
2017-10,dti_n,0.0,0.0,0.0,GREEN
2017-10,purpose,0.0,0.0,0.0,GREEN
2017-10,home_ownership_n,0.0,0.0,0.0,GREEN
2017-10,term,0.0,0.0,0.0,GREEN
2017-10,int_rate,0.0,0.0,0.0,GREEN
2017-10,installment,0.0,0.0,0.0,GREEN
2017-11,loan_amnt,0.0,0.0,0.0,GREEN
2017-11,fico_n,0.0,0.0,0.0,GREEN
2017-11,dti_n,0.0,0.0,0.0,GREEN
2017-11,purpose,0.0,0.0,0.0,GREEN
2017-11,home_ownership_n,0.0,0.0,0.0,GREEN
2017-11,term,0.0,0.0,0.0,GREEN
2017-11,int_rate,0.0,0.0,0.0,GREEN
2017-11,installment,0.0,0.0,0.0,GREEN
2017-12,loan_amnt,0.0,0.0,0.0,GREEN
2017-12,fico_n,0.0,0.0,0.0,GREEN
2017-12,dti_n,0.0,0.0,0.0,GREEN
2017-12,purpose,0.0,0.0,0.0,GREEN
2017-12,home_ownership_n,0.0,0.0,0.0,GREEN
2017-12,term,0.0,0.0,0.0,GREEN
2017-12,int_rate,0.0,0.0,0.0,GREEN
2017-12,installment,0.0,0.0,0.0,GREEN
2016Q1,loan_amnt,0.0,0.0,0.0,GREEN
2016Q1,fico_n,0.0,0.0,0.0,GREEN
2016Q1,dti_n,0.0,0.0,0.0,GREEN
2016Q1,purpose,0.0,0.0,0.0,GREEN
2016Q1,home_ownership_n,0.0,0.0,0.0,GREEN
2016Q1,term,0.0,0.0,0.0,GREEN
2016Q1,int_rate,0.0,0.0,0.0,GREEN
2016Q1,installment,0.0,0.0,0.0,GREEN
2016Q2,loan_amnt,0.0,0.0,0.0,GREEN
2016Q2,fico_n,0.0,0.0,0.0,GREEN
2016Q2,dti_n,0.0,0.0,0.0,GREEN
2016Q2,purpose,0.0,0.0,0.0,GREEN
2016Q2,home_ownership_n,0.0,0.0,0.0,GREEN
2016Q2,term,0.0,0.0,0.0,GREEN
2016Q2,int_rate,0.0,0.0,0.0,GREEN
2016Q2,installment,0.0,0.0,0.0,GREEN
2016Q3,loan_amnt,0.0,0.0,0.0,GREEN
2016Q3,fico_n,0.0,0.0,0.0,GREEN
2016Q3,dti_n,0.0,0.0,0.0,GREEN
2016Q3,purpose,0.0,0.0,0.0,GREEN
2016Q3,home_ownership_n,0.0,0.0,0.0,GREEN
2016Q3,term,0.0,0.0,0.0,GREEN
2016Q3,int_rate,0.0,0.0,0.0,GREEN
2016Q3,installment,0.0,0.0,0.0,GREEN
2016Q4,loan_amnt,0.0,0.0,0.0,GREEN
2016Q4,fico_n,0.0,0.0,0.0,GREEN
2016Q4,dti_n,0.0,0.0,0.0,GREEN
2016Q4,purpose,0.0,0.0,0.0,GREEN
2016Q4,home_ownership_n,0.0,0.0,0.0,GREEN
2016Q4,term,0.0,0.0,0.0,GREEN
2016Q4,int_rate,0.0,0.0,0.0,GREEN
2016Q4,installment,0.0,0.0,0.0,GREEN
2017Q1,loan_amnt,0.0,0.0,0.0,GREEN
2017Q1,fico_n,0.0,0.0,0.0,GREEN
2017Q1,dti_n,0.0,0.0,0.0,GREEN
2017Q1,purpose,0.0,0.0,0.0,GREEN
2017Q1,home_ownership_n,0.0,0.0,0.0,GREEN
2017Q1,term,0.0,0.0,0.0,GREEN
2017Q1,int_rate,0.0,0.0,0.0,GREEN
2017Q1,installment,0.0,0.0,0.0,GREEN
2017Q2,loan_amnt,0.0,0.0,0.0,GREEN
2017Q2,fico_n,0.0,0.0,0.0,GREEN
2017Q2,dti_n,0.0,0.0,0.0,GREEN
2017Q2,purpose,0.0,0.0,0.0,GREEN
2017Q2,home_ownership_n,0.0,0.0,0.0,GREEN
2017Q2,term,0.0,0.0,0.0,GREEN
2017Q2,int_rate,0.0,0.0,0.0,GREEN
2017Q2,installment,0.0,0.0,0.0,GREEN
2017Q3,loan_amnt,0.0,0.0,0.0,GREEN
2017Q3,fico_n,0.0,0.0,0.0,GREEN
2017Q3,dti_n,0.0,0.0,0.0,GREEN
2017Q3,purpose,0.0,0.0,0.0,GREEN
2017Q3,home_ownership_n,0.0,0.0,0.0,GREEN
2017Q3,term,0.0,0.0,0.0,GREEN
2017Q3,int_rate,0.0,0.0,0.0,GREEN
2017Q3,installment,0.0,0.0,0.0,GREEN
2017Q4,loan_amnt,0.0,0.0,0.0,GREEN
2017Q4,fico_n,0.0,0.0,0.0,GREEN
2017Q4,dti_n,0.0,0.0,0.0,GREEN
2017Q4,purpose,0.0,0.0,0.0,GREEN
2017Q4,home_ownership_n,0.0,0.0,0.0,GREEN
2017Q4,term,0.0,0.0,0.0,GREEN
2017Q4,int_rate,0.0,0.0,0.0,GREEN
2017Q4,installment,0.0,0.0,0.0,GREEN
2016Y,loan_amnt,0.0,0.0,0.0,GREEN
2016Y,fico_n,0.0,0.0,0.0,GREEN
2016Y,dti_n,0.0,0.0,0.0,GREEN
2016Y,purpose,0.0,0.0,0.0,GREEN
2016Y,home_ownership_n,0.0,0.0,0.0,GREEN
2016Y,term,0.0,0.0,0.0,GREEN
2016Y,int_rate,0.0,0.0,0.0,GREEN
2016Y,installment,0.0,0.0,0.0,GREEN
2017Y,loan_amnt,0.0,0.0,0.0,GREEN
2017Y,fico_n,0.0,0.0,0.0,GREEN
2017Y,dti_n,0.0,0.0,0.0,GREEN
2017Y,purpose,0.0,0.0,0.0,GREEN
2017Y,home_ownership_n,0.0,0.0,0.0,GREEN
2017Y,term,0.0,0.0,0.0,GREEN
2017Y,int_rate,0.0,0.0,0.0,GREEN
2017Y,installment,0.0,0.0,0.0,GREEN
