window_id,account_count,total_ead_proxy,total_expected_loss_proxy,portfolio_el_rate,mean_p_bad_final,lgd_method,ead_method
Validation-2016,83664,1207921575.0,140422876.0316829,0.11625164989017016,0.15288597241090351,0.667384888,D3-EAD-1.0
OOT-2017,44221,614180275.0,73649604.46100768,0.119915287837936,0.15145175596075333,0.667384888,D3-EAD-1.0
