total_accounts,good_accounts,bad_accounts,observed_bad_rate,total_loan_amount,avg_loan_amount,median_loan_amount,bad_associated_loan_amount,bad_associated_exposure_share,avg_fico,median_fico,avg_dti,median_dti,avg_revenue,median_revenue,issue_cohorts,min_issue_d,max_issue_d
1347681,1078432,269249,0.19978689318911522,19417698475.0,14408.230490004682,12000.0,4186020700.0,0.21557759305972538,698.1589222523728,692.0,18.299090704699456,17.63,77369.6831740299,65000.0,139,2007-06-01,2018-12-01
